Station,Region,Lat_North,Long_East,Year,Month,Date,Humidity,Rainfall,Temperature
,,,,2017,March,1-Mar-2017,88.25,194.5,24.445
,,,,2017,April,1-Apr-2017,86,223.2,25.2
,,,,2017,May,1-May-2017,87,291.6,26.135
,,,,2017,June,1-Jun-2017,87,439.1,25.59
,,,,2017,July,1-Jul-2017,88,292,25.08
,,,,2017,August,1-Aug-2017,87,347.9,25.365
,,,,2017,September,1-Sep-2017,87,302.4,25.365
,,,,2017,October,1-Oct-2017,88,347.4,24.985
,,,,2017,November,1-Nov-2017,85,169.1,25.185
,,,,2017,December,1-Dec-2017,85,232.2,24.94
,,,,2018,January,1-Jan-2018,88,113.8,24.5
,,,,2018,February,1-Feb-2018,82,47.4,25.3
,,,,2018,March,1-Mar-2018,78,16.4,25.1
,,,,2018,April,1-Apr-2018,78,46.7,26.1
,,,,2018,May,1-May-2018,82,357.8,26.5
,,,,2018,June,1-Jun-2018,85,275,25.4
,,,,2018,July,1-Jul-2018,88,466,24.9
,,,,2018,August,1-Aug-2018,87,188.9,24.6
,,,,2018,September,1-Sep-2018,87,276,24.5
,,,,2018,October,1-Oct-2018,82,140,25.6
,,,,2018,November,1-Nov-2018,83,136,25.4
,,,,2018,December,1-Dec-2018,83,56.8,25.2
"MASBATE, MASBATE",Region05,12.36618333,123.62943333,2013,January,1-Jan-2013,88,206.3,26.6
,,,,2013,February,1-Feb-2013,86,195.8,27.1
,,,,2013,March,1-Mar-2013,84,93.8,27.7
,,,,2013,April,1-Apr-2013,81,2.8,29.4
,,,,2013,May,1-May-2013,81,111,29.7
,,,,2013,June,1-Jun-2013,83,420,28.5
,,,,2013,July,1-Jul-2013,84,224,28.2
,,,,2013,August,1-Aug-2013,84,155.3,28.2
,,,,2013,September,1-Sep-2013,84,186.2,28.6
,,,,2013,October,1-Oct-2013,84,179.1,28
,,,,2013,November,1-Nov-2013,85,238.2,28.2
,,,,2013,December,1-Dec-2013,85,189.1,27.9
,,,,2014,January,1-Jan-2014,86,213.9,25.8
,,,,2014,February,1-Feb-2014,84,42.1,26.7
,,,,2014,March,1-Mar-2014,83,80.7,27.6
,,,,2014,April,1-Apr-2014,84,64.2,28.2
,,,,2014,May,1-May-2014,81,T,30
,,,,2014,June,1-Jun-2014,82,178.5,29.6
,,,,2014,July,1-Jul-2014,85,365.7,28.2
,,,,2014,August,1-Aug-2014,83,131.6,28.9
,,,,2014,September,1-Sep-2014,85,296.2,28.2
,,,,2014,October,1-Oct-2014,85,244,28.2
,,,,2014,November,1-Nov-2014,83,140.3,28.3
,,,,2014,December,1-Dec-2014,88,606.7,26.7
,,,,2015,January,1-Jan-2015,87,178.2,26
,,,,2015,February,1-Feb-2015,86,17.6,26.6
,,,,2015,March,1-Mar-2015,79,39.5,27.4
,,,,2015,April,1-Apr-2015,77,31.4,28.4
,,,,2015,May,1-May-2015,78,0.5,29.4
,,,,2015,June,1-Jun-2015,78,134.8,29.6
,,,,2015,July,1-Jul-2015,78,141.6,28.4
,,,,2015,August,1-Aug-2015,80,147.2,28.4
,,,,2015,September,1-Sep-2015,79,132.8,28.6
,,,,2015,October,1-Oct-2015,78,95.4,28.6
,,,,2015,November,1-Nov-2015,83,91.2,28.4
,,,,2015,December,1-Dec-2015,84,264,27.2
,,,,2016,January,1-Jan-2016,81,80,26.8
,,,,2016,February,1-Feb-2016,84,194.9,26.6
,,,,2016,March,1-Mar-2016,80,11.8,27.4
,,,,2016,April,1-Apr-2016,78,26.6,28.8
,,,,2016,May,1-May-2016,78,45.7,29.4
,,,,2016,June,1-Jun-2016,81,88.8,29
,,,,2016,July,1-Jul-2016,80,176.7,28.3
,,,,2016,August,1-Aug-2016,76,254.2,28.8
,,,,2016,September,1-Sep-2016,79,158.8,28.8
,,,,2016,October,1-Oct-2016,82,279.6,27.9
,,,,2016,November,1-Nov-2016,85,255.1,27.5
,,,,2016,December,1-Dec-2016,87,NA,26.1
,,,,2017,January,1-Jan-2017,87,286.6,26.08
,,,,2017,February,1-Feb-2017,81,53.7,26.48
,,,,2017,March,1-Mar-2017,81,75.8,26.885
,,,,2017,April,1-Apr-2017,80,55.7,27.7
,,,,2017,May,1-May-2017,83,88.1,29.05
,,,,2017,June,1-Jun-2017,81,91.4,28.965
,,,,2017,July,1-Jul-2017,83,236.7,27.925
,,,,2017,August,1-Aug-2017,81,225.1,28.425
,,,,2017,September,1-Sep-2017,83,288.1,28.185
,,,,2017,October,1-Oct-2017,82,338.2,27.92
,,,,2017,November,1-Nov-2017,86,168.9,28.08
,,,,2017,December,1-Dec-2017,86,620.4,26.655
,,,,2018,January,1-Jan-2018,88,479.3,25.8
,,,,2018,February,1-Feb-2018,85,187.8,26.1
,,,,2018,March,1-Mar-2018,81,124.3,26.6
,,,,2018,April,1-Apr-2018,79,20.8,27.8
,,,,2018,May,1-May-2018,78,5.1,29.2
,,,,2018,June,1-Jun-2018,79,105.3,28.2
,,,,2018,July,1-Jul-2018,77,104.9,28.1
,,,,2018,August,1-Aug-2018,75,69.7,28.4
,,,,2018,September,1-Sep-2018,79,193.1,27.7
,,,,2018,October,1-Oct-2018,82,28.3,28
,,,,2018,November,1-Nov-2018,82,162.9,27.5
,,,,2018,December,1-Dec-2018,86,560.9,26.9
"MOLUGAN-EL SALVADOR, MISAMIS ORIENTAL",Region10,8.43333333,124.61666667,2013,January,1-Jan-2013,NA,NA,NA
,,,,2013,February,1-Feb-2013,NA,NA,NA
,,,,2013,March,1-Mar-2013,NA,NA,NA
,,,,2013,April,1-Apr-2013,NA,NA,NA
,,,,2013,May,1-May-2013,NA,NA,NA
,,,,2013,June,1-Jun-2013,NA,NA,NA
,,,,2013,July,1-Jul-2013,NA,NA,NA
,,,,2013,August,1-Aug-2013,NA,NA,NA
,,,,2013,September,1-Sep-2013,NA,NA,NA
,,,,2013,October,1-Oct-2013,NA,NA,NA
,,,,2013,November,1-Nov-2013,NA,NA,NA
,,,,2013,December,1-Dec-2013,NA,NA,NA
,,,,2014,January,1-Jan-2014,88,498.6,26
,,,,2014,February,1-Feb-2014,86,39.9,26.3
,,,,2014,March,1-Mar-2014,86,84,26.7
,,,,2014,April,1-Apr-2014,84,158.5,26.6
,,,,2014,May,1-May-2014,82,37.2,28.3
,,,,2014,June,1-Jun-2014,85,195.8,28.3
,,,,2014,July,1-Jul-2014,84,245.6,27.7
,,,,2014,August,1-Aug-2014,83,409.9,27.5
,,,,2014,September,1-Sep-2014,84,232.7,26.7
,,,,2014,October,1-Oct-2014,83,76.7,28.1
,,,,2014,November,1-Nov-2014,84,94,27.6
,,,,2014,December,1-Dec-2014,86,137.1,27.4
,,,,2015,January,1-Jan-2015,88,189.7,26.6
,,,,2015,February,1-Feb-2015,84,6.8,25.8
,,,,2015,March,1-Mar-2015,81,3.4,26.6
,,,,2015,April,1-Apr-2015,82,66.4,26.8
,,,,2015,May,1-May-2015,80,40.4,27.7
,,,,2015,June,1-Jun-2015,82,179.8,27.8
,,,,2015,July,1-Jul-2015,79,111.9,28.2
,,,,2015,August,1-Aug-2015,80,47.2,28.2
,,,,2015,September,1-Sep-2015,82,192.3,27.6
,,,,2015,October,1-Oct-2015,80,112.7,27.6
,,,,2015,November,1-Nov-2015,83,60,27.9
,,,,2015,December,1-Dec-2015,84,81.3,27.4
,,,,2016,January,1-Jan-2016,81,4.5,26.9
,,,,2016,February,1-Feb-2016,82,2.7,27.1
,,,,2016,March,1-Mar-2016,80,T,27.7
,,,,2016,April,1-Apr-2016,79,T,28.2
,,,,2016,May,1-May-2016,76,114.3,29.1
,,,,2016,June,1-Jun-2016,80,337.7,28.6
,,,,2016,July,1-Jul-2016,79,112.9,28.4
,,,,2016,August,1-Aug-2016,76,178.1,29
,,,,2016,September,1-Sep-2016,81,236.7,28.4
,,,,2016,October,1-Oct-2016,82,183.6,28.2
,,,,2016,November,1-Nov-2016,83,110,27.4
,,,,2016,December,1-Dec-2016,84,170.3,27.1
,,,,2017,January,1-Jan-2017,87.3,303.4,26.55
,,,,2017,February,1-Feb-2017,85.1,121.4,26.3
,,,,2017,March,1-Mar-2017,84.6,137.9,26.85
,,,,2017,April,1-Apr-2017,84.8,88.5,27.7
,,,,2017,May,1-May-2017,86.9,149.3,28.6
,,,,2017,June,1-Jun-2017,88.8,240.1,28.1
,,,,2017,July,1-Jul-2017,86.7,183.7,28.1
,,,,2017,August,1-Aug-2017,86.2,209.4,28.2
,,,,2017,September,1-Sep-2017,87.1,359.5,27.785
,,,,2017,October,1-Oct-2017,85.6,231,27.8
,,,,2017,November,1-Nov-2017,86,83.7,27.5
,,,,2017,December,1-Dec-2017,84,149.4,27.25
,,,,2018,January,1-Jan-2018,86,74.3,26.8
,,,,2018,February,1-Feb-2018,84,116.9,27
,,,,2018,March,1-Mar-2018,88,53.2,27.1
,,,,2018,April,1-Apr-2018,79,14.7,28.1
,,,,2018,May,1-May-2018,80,104.9,28.7
,,,,2018,June,1-Jun-2018,81,268.5,28.1
,,,,2018,July,1-Jul-2018,80,122,28.5
,,,,2018,August,1-Aug-2018,79,97.3,28.5
,,,,2018,September,1-Sep-2018,80,258.9,28.1
,,,,2018,October,1-Oct-2018,81,62.3,28.2
,,,,2018,November,1-Nov-2018,90,46,27.6
,,,,2018,December,1-Dec-2018,84,48.4,27.4
"NAIA (MIA), PASAY CITY",NCR,14.50715278,121.00441667,2013,January,1-Jan-2013,72,53.5,26.7
,,,,2013,February,1-Feb-2013,69,76,27.9
,,,,2013,March,1-Mar-2013,67,27,28.7
,,,,2013,April,1-Apr-2013,63,34.5,30.9
,,,,2013,May,1-May-2013,71,68,30.7
,,,,2013,June,1-Jun-2013,77,257,29.8
,,,,2013,July,1-Jul-2013,80,NA,28.8
,,,,2013,August,1-Aug-2013,84,921.9,27.3
,,,,2013,September,1-Sep-2013,89,734.5,27.5
,,,,2013,October,1-Oct-2013,79,277.8,27.7
,,,,2013,November,1-Nov-2013,79,99,28.1
,,,,2013,December,1-Dec-2013,79,37.5,27.9
,,,,2014,January,1-Jan-2014,66,T,25.9
,,,,2014,February,1-Feb-2014,67,3,27
,,,,2014,March,1-Mar-2014,65,7,28.4
,,,,2014,April,1-Apr-2014,61,0,30.6
,,,,2014,May,1-May-2014,62,64.5,31.7
,,,,2014,June,1-Jun-2014,80,193.5,29.4
,,,,2014,July,1-Jul-2014,88,380.5,28.1
,,,,2014,August,1-Aug-2014,86,244,28.4
,,,,2014,September,1-Sep-2014,86,424,28.1
,,,,2014,October,1-Oct-2014,81,227,28.3
,,,,2014,November,1-Nov-2014,76,34,28.4
,,,,2014,December,1-Dec-2014,77,120.5,27.1
,,,,2015,January,1-Jan-2015,72,25,26
,,,,2015,February,1-Feb-2015,67,0.5,26.7
,,,,2015,March,1-Mar-2015,64,7,27.9
,,,,2015,April,1-Apr-2015,62,T,30.2
,,,,2015,May,1-May-2015,66,32.5,31.1
,,,,2015,June,1-Jun-2015,69,91,30.6
,,,,2015,July,1-Jul-2015,79,297.5,28.7
,,,,2015,August,1-Aug-2015,82,241,28.7
,,,,2015,September,1-Sep-2015,85,268,28.8
,,,,2015,October,1-Oct-2015,80,221,28.7
,,,,2015,November,1-Nov-2015,70,14,29.3
,,,,2015,December,1-Dec-2015,75,294.5,27.8
,,,,2016,January,1-Jan-2016,71,0.5,28.1
,,,,2016,February,1-Feb-2016,68,20.5,27.8
,,,,2016,March,1-Mar-2016,65,T,29.4
,,,,2016,April,1-Apr-2016,61,12,31.2
,,,,2016,May,1-May-2016,68,47,31.4
,,,,2016,June,1-Jun-2016,80,124.5,29.9
,,,,2016,July,1-Jul-2016,81,268,29.4
,,,,2016,August,1-Aug-2016,91,348.5,28.6
,,,,2016,September,1-Sep-2016,89,136.5,28.9
,,,,2016,October,1-Oct-2016,84,166.5,29
,,,,2016,November,1-Nov-2016,80,98,28.4
,,,,2016,December,1-Dec-2016,78,70,28.3
,,,,2017,January,1-Jan-2017,75,39,27.06
,,,,2017,February,1-Feb-2017,71,31.5,27.09
,,,,2017,March,1-Mar-2017,67,3.5,28.545
,,,,2017,April,1-Apr-2017,68,38,30.16
,,,,2017,May,1-May-2017,73,70,31
,,,,2017,June,1-Jun-2017,80,169,30.05
,,,,2017,July,1-Jul-2017,86,272.5,28.985
,,,,2017,August,1-Aug-2017,85,298.5,29.18
,,,,2017,September,1-Sep-2017,88,324,29.2
,,,,2017,October,1-Oct-2017,95,194.5,28.55
,,,,2017,November,1-Nov-2017,84,114.5,28.7
,,,,2017,December,1-Dec-2017,84.02,61.5,27.6
,,,,2018,January,1-Jan-2018,77,25,27.6
,,,,2018,February,1-Feb-2018,75,0,28
,,,,2018,March,1-Mar-2018,69,28.5,28.6
,,,,2018,April,1-Apr-2018,64,0,30.4
,,,,2018,May,1-May-2018,64,4,31.8
,,,,2018,June,1-Jun-2018,90,489.5,28.8
,,,,2018,July,1-Jul-2018,96,470,27.8
,,,,2018,August,1-Aug-2018,91,350.5,28.2
,,,,2018,September,1-Sep-2018,92,235,28.5
,,,,2018,October,1-Oct-2018,76,80.5,29.2
,,,,2018,November,1-Nov-2018,70,11.5,29
,,,,2018,December,1-Dec-2018,76,138,27.7
"PORT AREA (MCO), MANILA",NCR,14.58697222,120.97873333,2013,January,1-Jan-2013,76,29.6,26.5
,,,,2013,February,1-Feb-2013,72,70,28.1
,,,,2013,March,1-Mar-2013,69,76.5,28.5
,,,,2013,April,1-Apr-2013,67,11.5,30.6
,,,,2013,May,1-May-2013,71,74.7,30.4
,,,,2013,June,1-Jun-2013,75,309.6,29.7
,,,,2013,July,1-Jul-2013,77,312.4,28.8
,,,,2013,August,1-Aug-2013,83,777.5,28
,,,,2013,September,1-Sep-2013,85,699.4,27.8
,,,,2013,October,1-Oct-2013,77,237.5,27.9
,,,,2013,November,1-Nov-2013,76,112.7,28.1
,,,,2013,December,1-Dec-2013,76,57,27.8
,,,,2014,January,1-Jan-2014,66,T,25.6
,,,,2014,February,1-Feb-2014,69,3.5,26.5
,,,,2014,March,1-Mar-2014,67,19.6,28.1
,,,,2014,April,1-Apr-2014,65,8.8,30.1
,,,,2014,May,1-May-2014,66,91.4,30.9
,,,,2014,June,1-Jun-2014,79,123.5,29.2
,,,,2014,July,1-Jul-2014,84,349.2,28
,,,,2014,August,1-Aug-2014,83,321.2,28.1
,,,,2014,September,1-Sep-2014,82,468.7,28.2
,,,,2014,October,1-Oct-2014,78,349.1,28.2
,,,,2014,November,1-Nov-2014,73,43.7,28
,,,,2014,December,1-Dec-2014,75,140.3,27
,,,,2015,January,1-Jan-2015,72,24.5,25.4
,,,,2015,February,1-Feb-2015,67,2.4,26.4
,,,,2015,March,1-Mar-2015,66,6.5,27.8
,,,,2015,April,1-Apr-2015,66,4.5,29.7
,,,,2015,May,1-May-2015,70,112.9,29.9
,,,,2015,June,1-Jun-2015,71,156.5,30.2
,,,,2015,July,1-Jul-2015,80,466.3,28.2
,,,,2015,August,1-Aug-2015,80,307.5,29.1
,,,,2015,September,1-Sep-2015,81,435.5,29.1
,,,,2015,October,1-Oct-2015,77,149.6,28.9
,,,,2015,November,1-Nov-2015,70,42.4,29.3
,,,,2015,December,1-Dec-2015,76,292.3,27.9
,,,,2016,January,1-Jan-2016,72,2.6,28
,,,,2016,February,1-Feb-2016,70,63.9,27.2
,,,,2016,March,1-Mar-2016,68,1.1,29.2
,,,,2016,April,1-Apr-2016,64,0.9,31
,,,,2016,May,1-May-2016,70,74.8,31
,,,,2016,June,1-Jun-2016,80,242.9,30
,,,,2016,July,1-Jul-2016,79,393.3,29.1
,,,,2016,August,1-Aug-2016,83,700.5,28.4
,,,,2016,September,1-Sep-2016,86,289.5,28.8
,,,,2016,October,1-Oct-2016,79,161.4,28.9
,,,,2016,November,1-Nov-2016,86,68.3,28.5
,,,,2016,December,1-Dec-2016,83,98.9,28
,,,,2017,January,1-Jan-2017,72,41.2,26.955
,,,,2017,February,1-Feb-2017,72.08,35.8,29.5
,,,,2017,March,1-Mar-2017,66,5.8,28.43
,,,,2017,April,1-Apr-2017,69,88.2,29.69
,,,,2017,May,1-May-2017,69.9,130.9,30.67
,,,,2017,June,1-Jun-2017,82,178.5,29.965
,,,,2017,July,1-Jul-2017,81,382.8,28.615
,,,,2017,August,1-Aug-2017,79.1,440.2,28.945
,,,,2017,September,1-Sep-2017,78,519.6,28.82
,,,,2017,October,1-Oct-2017,79,258.4,28.4
,,,,2017,November,1-Nov-2017,76,160.1,28.5
,,,,2017,December,1-Dec-2017,74,83.7,27.335
,,,,2018,January,1-Jan-2018,72,18.9,27.4
,,,,2018,February,1-Feb-2018,67,1.5,28
,,,,2018,March,1-Mar-2018,65,30.3,28.4
,,,,2018,April,1-Apr-2018,62,8.1,30
,,,,2018,May,1-May-2018,65,59.9,31
,,,,2018,June,1-Jun-2018,85,616.5,28.5
,,,,2018,July,1-Jul-2018,88,626.2,27.7
,,,,2018,August,1-Aug-2018,83,453.9,28.1
,,,,2018,September,1-Sep-2018,78,365,28.6
,,,,2018,October,1-Oct-2018,70,181.8,29.2
,,,,2018,November,1-Nov-2018,66,22.9,28.8
,,,,2018,December,1-Dec-2018,74,122.4,27.5
"PUERTO PRINCESA CITY, PALAWAN",Region04B,9.74033889,118.75877778,2013,January,1-Jan-2013,78,145.7,27.7
,,,,2013,February,1-Feb-2013,78,4.5,28.1
,,,,2013,March,1-Mar-2013,76,0.6,28.8
,,,,2013,April,1-Apr-2013,76,93.5,29.6
,,,,2013,May,1-May-2013,79,134.4,29.5
,,,,2013,June,1-Jun-2013,83,274.3,28.5
,,,,2013,July,1-Jul-2013,84,318,28
,,,,2013,August,1-Aug-2013,84,124,27.9
,,,,2013,September,1-Sep-2013,81,105,28.6
,,,,2013,October,1-Oct-2013,81,288.1,28
,,,,2013,November,1-Nov-2013,84,448.4,27.9
,,,,2013,December,1-Dec-2013,82,65.8,28.3
,,,,2014,January,1-Jan-2014,77,40.7,27
,,,,2014,February,1-Feb-2014,79,75.6,26.7
,,,,2014,March,1-Mar-2014,77,22.4,27.9
,,,,2014,April,1-Apr-2014,77,14.7,29.1
,,,,2014,May,1-May-2014,77,22.2,29.7
,,,,2014,June,1-Jun-2014,82,123.6,28.6
,,,,2014,July,1-Jul-2014,84,288.3,27.7
,,,,2014,August,1-Aug-2014,82,113.9,28.2
,,,,2014,September,1-Sep-2014,84,174.4,27.5
,,,,2014,October,1-Oct-2014,83,209.8,28
,,,,2014,November,1-Nov-2014,82,162.3,28.4
,,,,2014,December,1-Dec-2014,81,125.2,28
,,,,2015,January,1-Jan-2015,79,8.8,27.2
,,,,2015,February,1-Feb-2015,76,0.4,27.1
,,,,2015,March,1-Mar-2015,74,0,27.8
,,,,2015,April,1-Apr-2015,75,21.5,29.2
,,,,2015,May,1-May-2015,74,57.4,29.4
,,,,2015,June,1-Jun-2015,76,85,29.3
,,,,2015,July,1-Jul-2015,80,290,28
,,,,2015,August,1-Aug-2015,80,142.5,28.3
,,,,2015,September,1-Sep-2015,82,304.8,28.1
,,,,2015,October,1-Oct-2015,78,48.5,28.8
,,,,2015,November,1-Nov-2015,79,109.4,28.7
,,,,2015,December,1-Dec-2015,77,31.6,28.6
,,,,2016,January,1-Jan-2016,75,0.5,28.1
,,,,2016,February,1-Feb-2016,74,2.9,28.1
,,,,2016,March,1-Mar-2016,72,0,28.8
,,,,2016,April,1-Apr-2016,70,0,30.1
,,,,2016,May,1-May-2016,74,108.1,30.4
,,,,2016,June,1-Jun-2016,78,192.7,29
,,,,2016,July,1-Jul-2016,77,78.6,28.9
,,,,2016,August,1-Aug-2016,78,183.5,28.8
,,,,2016,September,1-Sep-2016,82,219.7,28.5
,,,,2016,October,1-Oct-2016,82,228.7,28.3
,,,,2016,November,1-Nov-2016,80,156.5,28.2
,,,,2016,December,1-Dec-2016,80,121.8,28.4
,,,,2017,January,1-Jan-2017,78.01,126,27.9
,,,,2017,February,1-Feb-2017,76,40.5,27.76
,,,,2017,March,1-Mar-2017,74.35,4.3,28.555
,,,,2017,April,1-Apr-2017,74.27,31,29.5
,,,,2017,May,1-May-2017,79.42,286.4,29.63
,,,,2017,June,1-Jun-2017,76,36.1,29.15
,,,,2017,July,1-Jul-2017,82.47,288.5,28.25
,,,,2017,August,1-Aug-2017,80.34,141,28.7
,,,,2017,September,1-Sep-2017,80,174.8,28.405
,,,,2017,October,1-Oct-2017,82.48,383.7,28.095
,,,,2017,November,1-Nov-2017,81.69,124.2,28.36
,,,,2017,December,1-Dec-2017,82,439.8,27.895
,,,,2018,January,1-Jan-2018,81,242.8,27.6
,,,,2018,February,1-Feb-2018,77,28.4,27.7
,,,,2018,March,1-Mar-2018,73,58.2,28.7
,,,,2018,April,1-Apr-2018,75,32.5,29.2
,,,,2018,May,1-May-2018,75,124.4,29.7
,,,,2018,June,1-Jun-2018,78,60.8,28.6
,,,,2018,July,1-Jul-2018,81,132,28.4
,,,,2018,August,1-Aug-2018,80,119.4,28.3
,,,,2018,September,1-Sep-2018,80,206.3,27.9
,,,,2018,October,1-Oct-2018,77,67.7,28.7
,,,,2018,November,1-Nov-2018,80,268.1,28.3
,,,,2018,December,1-Dec-2018,78,134.1,28.8
"ROMBLON, ROMBLON",Region04B,12.59066389,122.27535833,2013,January,1-Jan-2013,86,183.8,24.5
,,,,2013,February,1-Feb-2013,86,327.8,25
,,,,2013,March,1-Mar-2013,83,45.4,26.3
,,,,2013,April,1-Apr-2013,81,4.6,28.2
,,,,2013,May,1-May-2013,81,149.8,28.3
,,,,2013,June,1-Jun-2013,84,162.3,27.4
,,,,2013,July,1-Jul-2013,85,538.1,26.9
,,,,2013,August,1-Aug-2013,85,365.2,26.7
,,,,2013,September,1-Sep-2013,85,195.6,26.8
,,,,2013,October,1-Oct-2013,84,66.4,26.8
,,,,2013,November,1-Nov-2013,85,261.1,26.3
,,,,2013,December,1-Dec-2013,86,258,25.8
,,,,2014,January,1-Jan-2014,87,70.1,23.6
,,,,2014,February,1-Feb-2014,85,87,25
,,,,2014,March,1-Mar-2014,84,97.4,25.7
,,,,2014,April,1-Apr-2014,82,78.5,27
,,,,2014,May,1-May-2014,80,109.2,28.8
,,,,2014,June,1-Jun-2014,82,274.7,28.5
,,,,2014,July,1-Jul-2014,86,371.6,26.5
,,,,2014,August,1-Aug-2014,84,211.4,27.3
,,,,2014,September,1-Sep-2014,85,187.6,26.7
,,,,2014,October,1-Oct-2014,85,295.6,26.7
,,,,2014,November,1-Nov-2014,85,117.7,26.3
,,,,2014,December,1-Dec-2014,86,296.8,25.2
,,,,2015,January,1-Jan-2015,86,48.6,24.2
,,,,2015,February,1-Feb-2015,85,48,24.8
,,,,2015,March,1-Mar-2015,84,88.3,25.8
,,,,2015,April,1-Apr-2015,81,35.8,27.5
,,,,2015,May,1-May-2015,79,63.8,28.9
,,,,2015,June,1-Jun-2015,80,122.8,28.6
,,,,2015,July,1-Jul-2015,84,242.8,27.4
,,,,2015,August,1-Aug-2015,84,244.1,27.5
,,,,2015,September,1-Sep-2015,82,142,27.9
,,,,2015,October,1-Oct-2015,84,257.2,27.6
,,,,2015,November,1-Nov-2015,84,108.7,27.2
,,,,2015,December,1-Dec-2015,86,340.1,26.1
,,,,2016,January,1-Jan-2016,85,72,25.9
,,,,2016,February,1-Feb-2016,85,85.4,25.4
,,,,2016,March,1-Mar-2016,82,32.8,27
,,,,2016,April,1-Apr-2016,78,17.6,28.7
,,,,2016,May,1-May-2016,78,97.4,29.2
,,,,2016,June,1-Jun-2016,82,270.9,28.4
,,,,2016,July,1-Jul-2016,82,362.3,27.6
,,,,2016,August,1-Aug-2016,83,131.3,27.6
,,,,2016,September,1-Sep-2016,83,170,27.6
,,,,2016,October,1-Oct-2016,85,195.1,27.1
,,,,2016,November,1-Nov-2016,85,339.8,26.4
,,,,2016,December,1-Dec-2016,84,402.6,26
,,,,2017,January,1-Jan-2017,85.77,210.6,24.92
,,,,2017,February,1-Feb-2017,84.48,85.3,25.05
,,,,2017,March,1-Mar-2017,83,103.8,25.855
,,,,2017,April,1-Apr-2017,81,58.7,27.18
,,,,2017,May,1-May-2017,80,123,28.79
,,,,2017,June,1-Jun-2017,81,302.4,28.245
,,,,2017,July,1-Jul-2017,85.16,628.8,26.9
,,,,2017,August,1-Aug-2017,83.18,135.1,27.84
,,,,2017,September,1-Sep-2017,83,388.6,27.57
,,,,2017,October,1-Oct-2017,84.87,343.7,26.9
,,,,2017,November,1-Nov-2017,85.4,234,26.77
,,,,2017,December,1-Dec-2017,86,452.6,25.58
,,,,2018,January,1-Jan-2018,85,166.7,24.8
,,,,2018,February,1-Feb-2018,84,106.4,25.5
,,,,2018,March,1-Mar-2018,83,136.8,26.1
,,,,2018,April,1-Apr-2018,81,95.7,27.5
,,,,2018,May,1-May-2018,81,137,28.4
,,,,2018,June,1-Jun-2018,84,228.9,27.5
,,,,2018,July,1-Jul-2018,86,307.9,26.7
,,,,2018,August,1-Aug-2018,84,127.1,26.9
,,,,2018,September,1-Sep-2018,83,95.9,27.2
,,,,2018,October,1-Oct-2018,NA,120.5,27.4
,,,,2018,November,1-Nov-2018,85,151,26.6
,,,,2018,December,1-Dec-2018,86,305.8,25.6
"ROXAS CITY, CAPIZ",Region06,11.6002,122.74965,2013,January,1-Jan-2013,83,78.5,27
,,,,2013,February,1-Feb-2013,83,176,27.5
,,,,2013,March,1-Mar-2013,80,13.8,27.8
,,,,2013,April,1-Apr-2013,77,15.5,29.2
,,,,2013,May,1-May-2013,79,125.5,29.4
,,,,2013,June,1-Jun-2013,83,440.7,28.4
,,,,2013,July,1-Jul-2013,84,404.3,28
,,,,2013,August,1-Aug-2013,83,192,28
,,,,2013,September,1-Sep-2013,83,288.3,28.3
,,,,2013,October,1-Oct-2013,79,153.5,28.2
,,,,2013,November,1-Nov-2013,83,223,28.2
,,,,2013,December,1-Dec-2013,83,373.7,28.2
,,,,2014,January,1-Jan-2014,79,101.1,26.2
,,,,2014,February,1-Feb-2014,80,43.4,26.8
,,,,2014,March,1-Mar-2014,79,63.1,27.7
,,,,2014,April,1-Apr-2014,79,69.5,28.5
,,,,2014,May,1-May-2014,76,40.8,29.9
,,,,2014,June,1-Jun-2014,81,299.3,29.2
,,,,2014,July,1-Jul-2014,83,186.2,28.2
,,,,2014,August,1-Aug-2014,81,241.3,28.5
,,,,2014,September,1-Sep-2014,83,219.5,28
,,,,2014,October,1-Oct-2014,83,234.5,28.3
,,,,2014,November,1-Nov-2014,80,86,28.8
,,,,2014,December,1-Dec-2014,84,344,27.4
,,,,2015,January,1-Jan-2015,84,133,26.7
,,,,2015,February,1-Feb-2015,81,24,27.1
,,,,2015,March,1-Mar-2015,79,26.5,27.6
,,,,2015,April,1-Apr-2015,84,27,28.8
,,,,2015,May,1-May-2015,77,6,29.8
,,,,2015,June,1-Jun-2015,79,196,29.1
,,,,2015,July,1-Jul-2015,82,310.5,28.6
,,,,2015,August,1-Aug-2015,82,207.5,28.6
,,,,2015,September,1-Sep-2015,82,327,28.8
,,,,2015,October,1-Oct-2015,NA,NA,NA
,,,,2015,November,1-Nov-2015,81,61,28.9
,,,,2015,December,1-Dec-2015,82,75.5,28.2
,,,,2016,January,1-Jan-2016,82,76.5,27.9
,,,,2016,February,1-Feb-2016,83,67,27.5
,,,,2016,March,1-Mar-2016,79,8.5,28.8
,,,,2016,April,1-Apr-2016,77,18,29.8
,,,,2016,May,1-May-2016,76,77.5,30.2
,,,,2016,June,1-Jun-2016,80,221,29
,,,,2016,July,1-Jul-2016,81,205.5,28.7
,,,,2016,August,1-Aug-2016,81,76.5,29.1
,,,,2016,September,1-Sep-2016,82,325,28.6
,,,,2016,October,1-Oct-2016,NA,NA,NA
,,,,2016,November,1-Nov-2016,82,325.5,28.6
,,,,2016,December,1-Dec-2016,83,244.5,28.1
